marka,Isletim_Sistemi,Islemci_Tipi,Islemci_Nesli,Cozunurluk,SSD_Kapasitesi,Ram,Hard_Disk_Kapasitesi,Ekran_Yenileme_Hizi,Ekran_Karti,Ekran_Boyutu,Fiyat
acer,Free Dos,AMD Ryzen 3,7.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,10.499
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel XE Graphics,15.6,11.549
acer,,,,,,,,,,,11.499
dell,Ubuntu,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,14.5
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel XE Graphics,15.6,15.1419
casper,,,,,,,,,,,24.599
acer,Free Dos,AMD Ryzen 5,7.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,10.75
asus,Free Dos,Intel Core i5,,1920 x 1080,256.0,4.0,,,Nvidia GeForce MX130,15.6,18.48
dell,Free Dos,Intel Core i5,11.0,1366 x 768,256.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,12.9841
dell,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,13.4504
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,12.0,0.0,60.0,Dahili Ekran Kartı,15.6,13.9999
lenovo,Free Dos,Intel Core i5,5.0,1366 x 768,256.0,8.0,500.0,60.0,Belirtilmemiş,15.6,14.9999
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,12.499
dell,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,16.0,1.0,120.0,AMD Radeon Graphics,15.6,16.824
lenovo,Free Dos,Intel Core i3,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,10.99
hp,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce MX550,15.6,19.9999
acer,Windows,Intel Core i3,12.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,9.2551
acer,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,165.0,Nvidia GeForce RTX 4060,15.6,36.999
acer,Free Dos,Intel Core i5,12.0,2560 x 1440,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,16.999
hp,Windows,MediaTek P60T,5.0,4480 x 2520,32.0,36.0,500.0,90.0,Nvidia GeForce MX450,18.0,31.9853
asus,Free Dos,Intel Core i7,13.0,1920 x 1200,1.0,16.0,0.0,165.0,Nvidia GeForce RTX 4080,16.0,72.099
casper,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,19.499
lenovo,Windows,Intel Celeron,1.0,1366 x 768,1.0,4.0,0.0,60.0,Intel UHD Graphics 600,15.6,9.3678
lenovo,Windows,Intel Core i7,12.0,2560 x 1440,1.0,16.0,1.0,165.0,Nvidia GeForce RTX 3060 Ti,15.6,38.999
acer,Windows,Intel Core i3,12.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,9.149
hp,Windows,Intel Core i5,13.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,16.1,36.499
msi,Windows,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel XE Graphics,14.0,39.8435
lenovo,Windows,Intel Core i3,13.0,Belirtilmemiş,256.0,4.0,0.0,60.0,Belirtilmemiş,15.6,9.65
acer,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,15.6,25.753
asus,Free Dos,Intel Celeron,13.0,1920 x 1080,1.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,8.899
lenovo,Free Dos,AMD Athlon,7.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,9.799
monster,Free Dos,Intel Core i7,12.0,1920 x 1080,500.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,38.699
huawei,Free Dos,Intel Atom,1.0,1280 x 800,120.0,1.0,0.0,60.0,AMD Radeon R5,10.0,43.499
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel XE Graphics,15.6,14.5999
asus,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.999
lenovo,Free Dos,Intel Core i3,13.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,15.0,11.199
hp,Free Dos,Intel Core i7,13.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,20.999
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,11.5321
dell,Windows,AMD,13.0,Belirtilmemiş,256.0,8.0,256.0,60.0,Dahili Ekran Kartı,15.6,14.2958
dell,Windows,Intel Core i5,11.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,14.449
msi,Free Dos,Intel Core i9,13.0,2560 x 1600,1.0,32.0,0.0,240.0,Nvidia GeForce RTX 4080,16.0,96.254
apple,Mac Os,Apple M2,2.0,2880 x 1800,256.0,8.0,256.0,120.0,M2 10 Çekirdekli,15.0,47.94
apple,Mac Os,Apple M1,13.0,2560 x 1600,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,13.3,42.0
lenovo,Windows,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.349
lenovo,Free Dos,AMD,1.0,1280 x 800,128.0,1.0,250.0,60.0,Dahili Ekran Kartı,14.0,53.63
asus,Free Dos,AMD Ryzen 9,7.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4070,15.6,51.7415
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel XE Graphics,15.6,14.3618
monster,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,17.3,40.999
asus,Free Dos,AMD Ryzen 5,4.0,1920 x 1080,256.0,8.0,256.0,60.0,AMD,15.6,16.999
acer,Windows,Intel Celeron,5.0,1920 x 1080,128.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,8.799
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,8.0,500.0,120.0,Nvidia GeForce GTX 1650,15.6,24.999
acer,Windows,Intel Core i5,11.0,1920 x 1280,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,12.75
hp,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,16.1,34.999
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,500.0,16.0,0.0,144.0,Nvidia GeForce RTX 2050,15.6,25.499
huawei,Windows,Intel Core i5,10.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel UHD Graphics 620,14.0,19.999
acer,Windows,Intel Core i7,11.0,1920 x 1080,512.0,16.0,0.0,60.0,RTX A4500,15.6,22.999
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,500.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,15.499
apple,,,,,,,,,,,85.899
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,240.0,4.0,0.0,60.0,Dahili Ekran Kartı,15.6,20.682
asus,Windows,Intel Core i5,11.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel UHD Graphics,14.0,19.99
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,14.0,17.999
asus,Free Dos,AMD Ryzen 5,4.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,14.0,12.899
asus,Windows,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,14.0,19.999
asus,Free Dos,Intel Core i7,13.0,1920 x 1200,1.0,32.0,0.0,165.0,Nvidia GeForce RTX 4060,16.0,55.6207
asus,Free Dos,Intel Core i7,13.0,1920 x 1200,1.0,32.0,0.0,165.0,Nvidia GeForce RTX 4050,16.0,51.0977
lenovo,Windows,Intel Pentium,5.0,1920 x 1200,4.0,8.0,2.0,90.0,Dahili Ekran Kartı,15.6,21.999
acer,Free Dos,Intel Core i9,13.0,2560 x 1600,1.0,24.0,0.0,165.0,Nvidia GeForce RTX 4070,16.0,58.999
asus,Windows,Intel Core i7,13.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,13.0,44.999
hp,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,16.1,29.4999
lenovo,Free Dos,Intel Pentium,13.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics 600,15.6,10.995
lenovo,Windows,Intel Core i7,13.0,1920 x 1200,512.0,16.0,0.0,60.0,Intel Iris Graphics,14.0,47.999
casper,Windows,Intel Core i5,12.0,1920 x 1080,500.0,8.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,26.799
asus,Windows,Intel Celeron,13.0,1920 x 1080,128.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,8.999
samsung,Chrome OS,AMD A6,13.0,4480 x 2520,32.0,3.0,32.0,240.0,RTX3050Ti Max-Q,10.0,3.999
dell,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,12.599
lenovo,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,24.0,0.0,60.0,Intel XE Graphics,15.6,22.849
apple,Mac Os,M2,13.0,2560 x 1600,512.0,8.0,512.0,144.0,M2 8 Çekirdekli,13.3,49.98
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,11.2851
honor,Windows,AMD Ryzen 5,13.0,1920 x 1080,512.0,16.0,512.0,60.0,AMD Radeon Graphics,16.1,24.999
msi,Windows,Intel Core i7,12.0,1920 x 1080,0.0,16.0,512.0,60.0,GTX 1650 Max-q,14.0,32.55
asus,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,24.719
everest,,,,,,,,,,,10.2951
asus,Windows,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,17.499
asus,Windows,Intel Core i5,12.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel XE Graphics,15.6,13.999
dell,Free Dos,AMD Ryzen 7,10.0,1920 x 1200,512.0,8.0,500.0,60.0,Dahili Ekran Kartı,15.6,12.999
hp,Free Dos,AMD Ryzen 3,5.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,12.4
asus,Windows,Intel Celeron,4.0,1920 x 1080,128.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,8.749
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,24.0,0.0,60.0,Intel Iris Graphics,15.6,16.0371
hp,Windows,Intel Core i5,12.0,1920 x 1080,512.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,20.6
hp,Free Dos,Intel Core M,13.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,27.773
hp,Windows,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Belirtilmemiş,15.6,21.399
asus,Free Dos,AMD Ryzen 9,7.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4070,15.6,54.999
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,36.6606
monster,,,,,500.0,,0.0,,,15.6,30.699
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,14.6109
acer,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,26.199
hp,Windows,Intel Core i5,13.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,27.597
lenovo,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,256.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,12.2999
lenovo,Windows,Intel Core i3,11.0,1920 x 1080,0.0,4.0,256.0,60.0,Intel UHD Graphics,15.6,9.699
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,16.0,1.0,60.0,Nvidia GeForce MX350,15.6,16.7503
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,13.0171
asus,Free Dos,Intel Core i9,13.0,2560 x 1600,1.0,16.0,0.0,165.0,Nvidia GeForce RTX 4050,13.4,62.999
lenovo,Free Dos,AMD Ryzen 5,7.0,1920 x 1080,1.0,16.0,0.0,120.0,Dahili Ekran Kartı,15.6,30.5707
asus,Windows,Intel Core i7,13.0,3200 x 2000,1.0,32.0,1.0,120.0,Nvidia GeForce RTX 4070,16.0,79.251
asus,Windows,Intel Core i3,11.0,1920 x 1080,1.0,12.0,0.0,60.0,Intel UHD Graphics,15.6,12.0
lenovo,Free Dos,Intel Core i5,11.0,1366 x 768,256.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,13.8459
hp,Windows,AMD Ryzen 3,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,13.6
casper,Free Dos,Intel Core i5,11.0,1920 x 1080,500.0,16.0,500.0,60.0,Intel Iris Graphics,15.6,15.39
acer,Windows,Intel Celeron,13.0,1920 x 1080,128.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,8.999
apple,Mac Os,M2,2.0,2560 x 1600,256.0,8.0,512.0,144.0,M2 8 Çekirdekli,13.0,42.99
lenovo,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,15.799
asus,Free Dos,AMD Ryzen 7,5.0,1920 x 1200,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,16.0,19.929
acer,Windows,Intel Core i3,3.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,9.499
lenovo,,,,,,,,,,,15.599
dell,Free Dos,Intel Core i5,11.0,1366 x 768,256.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,14.1684
dell,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.7426
dell,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.4965
asus,Free Dos,AMD Ryzen 7,6.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,36.579
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,500.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,30.599
monster,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,34.899
asus,Windows,AMD Ryzen 3,3.0,1366 x 768,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,9.9981
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Nvidia GeForce RTX 3050 Ti,15.6,26.3999
hp,Free Dos,Intel Core i7,13.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,16.1,34.999
asus,Free Dos,Intel Core i3,11.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel UHD Graphics,15.6,10.3941
dell,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,1.0,32.0,0.0,120.0,AMD Radeon Graphics,15.6,17.8213
lenovo,Free Dos,AMD Ryzen 5,6.0,2560 x 1600,512.0,16.0,0.0,60.0,Nvidia GeForce RTX3060,16.0,29.999
lenovo,Windows,Intel Core i7,13.0,1920 x 1080,1.0,32.0,0.0,60.0,Nvidia GeForce RTX3060,16.0,59.999
asus,Windows,Intel Core i7,12.0,2880 x 1620,1.0,16.0,0.0,120.0,Nvidia GeForce RTX3060,15.6,44.95
asus,Free Dos,Intel Core i3,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,12.3021
acer,Windows,AMD Ryzen 3,7.0,1920 x 1080,1.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,15.149
asus,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,35.1
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,12.0,0.0,60.0,Dahili Ekran Kartı,15.6,15.2999
dell,Linux,Intel Core i7,12.0,1920 x 1080,2.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,24.4352
asus,Free Dos,Intel Core i5,13.0,1920 x 1200,1.0,16.0,0.0,120.0,Nvidia GeForce RTX 4050,16.0,34.999
lenovo,Windows,Intel Core i5,12.0,1920 x 1080,512.0,40.0,0.0,60.0,Dahili Ekran Kartı,14.0,29.3379
msi,Windows,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4070,15.6,53.87
asus,Windows,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,28.999
asus,Windows,Intel Core i7,13.0,2880 x 1800,1.0,16.0,0.0,60.0,Intel XE Graphics,13.3,57.179
asus,Free Dos,Intel Core i3,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,10.7999
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Nvidia GeForce MX350,15.6,18.5999
dell,Free Dos,Intel Core i7,13.0,1920 x 1080,512.0,32.0,0.0,165.0,Nvidia GeForce RTX 4060,15.6,45.425
asus,Windows,Intel Core i5,10.0,1920 x 1200,512.0,8.0,512.0,90.0,Nvidia GeForce RTX 2050,16.0,24.999
asus,Windows,Intel Core i3,11.0,1920 x 1080,128.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,10.2937
asus,Windows 11,Intel Core i3,11.0,1366 x 768,256.0,4.0,256.0,60.0,Intel UHD Graphics 600,15.6,10.599
asus,Windows,Intel Core i9,12.0,3840 x 2160,1.0,32.0,0.0,60.0,Nvidia GeForce RTX 3070Ti,15.6,94.105
lenovo,Windows,Intel Celeron,1.0,1920 x 1080,128.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,7.199
acer,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,14.0965
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,1.0,32.0,0.0,60.0,Dahili Ekran Kartı,15.6,15.2999
lenovo,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.8864
casper,Free Dos,Intel Core i7,12.0,1920 x 1080,500.0,8.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,27.599
dell,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,16.0,0.0,60.0,Nvidia GeForce MX350,15.6,15.7226
hp,Free Dos,Intel Core i3,11.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel HD Graphics,15.6,13.499
acer,Windows,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce MX350,15.6,21.0
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel XE Graphics,15.6,14.3541
hp,Free Dos,Intel Core i9,13.0,2560 x 1440,1.0,32.0,0.0,165.0,Nvidia GeForce RTX 4090,17.3,93.799
dell,Free Dos,Intel Core i3,11.0,1366 x 768,512.0,4.0,0.0,60.0,Intel UHD Graphics,14.0,9.3941
asus,Free Dos,Intel Core i5,13.0,1920 x 1080,1.0,40.0,0.0,60.0,Intel XE Graphics,15.6,21.8999
dell,Free Dos,Intel Core i3,11.0,1366 x 768,128.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,8.8909
hp,Windows,Intel Core i5,11.0,1920 x 1080,2.0,64.0,0.0,60.0,Dahili Ekran Kartı,14.0,36.7066
acer,Linux,Intel Core i3,12.0,1920 x 1080,128.0,4.0,0.0,60.0,Intel Iris Graphics,15.6,8.499
casper,Free Dos,Intel Core i7,12.0,1920 x 1080,2.0,64.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,34.299
apple,Mac Os,Intel Core i9,13.0,3072 x 1920,1.0,16.0,0.0,60.0,Dahili Ekran Kartı,16.0,99.999
apple,Mac Os,Apple M1 Max,13.0,2880 x 1800,1.0,32.0,0.0,120.0,Dahili Ekran Kartı,16.0,99.9
lenovo,Windows,AMD Ryzen 5,11.0,1920 x 1200,512.0,8.0,0.0,120.0,Nvidia GeForce RTX 3050,16.0,28.649
hp,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 3090Ti,16.1,36.799
asus,Windows,AMD Ryzen 3,3.0,1366 x 768,256.0,4.0,0.0,60.0,AMD Radeon Graphics,15.6,9.1071
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,24.0,0.0,60.0,Intel UHD Graphics,15.6,16.899
lenovo,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,256.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,12.6999
asus,Free Dos,Intel Core i7,13.0,1920 x 1200,1.0,32.0,0.0,165.0,Nvidia GeForce RTX 4060,16.0,54.823
lenovo,Free Dos,AMD Ryzen 5,7.0,1920 x 1080,256.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,11.499
hp,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 4060,16.1,45.3544
toshiba,Windows,Intel Core i7,7.0,1920 x 1080,512.0,8.0,,,Paylaşımlı,14.0,47.9999
casper,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,36.199
lenovo,Windows,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.617
lenovo,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,19.74
dell,Free Dos,Intel Core i3,11.0,1366 x 768,256.0,16.0,0.0,60.0,Intel UHD Graphics,14.0,9.5194
lenovo,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,26.729
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,256.0,8.0,0.0,60.0,Nvidia GeForce GTX 1650,15.6,24.7491
asus,Windows,Intel Core i5,11.0,1920 x 1080,0.0,8.0,256.0,90.0,Intel UHD Graphics,15.6,13.999
apple,Mac Os,M2,2.0,2560 x 1600,512.0,8.0,512.0,120.0,M2 8 Çekirdekli,13.3,49.0
dell,Windows,AMD,13.0,Belirtilmemiş,256.0,8.0,256.0,60.0,Dahili Ekran Kartı,14.0,13.4864
acer,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,12.249
asus,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,13.999
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,13.499
lenovo,Free Dos,Intel Core i3,12.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel UHD Graphics,14.0,11.899
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,64.0,0.0,60.0,Intel Iris Graphics,15.6,14.5021
dell,Windows,Intel Core i9,13.0,2560 x 1600,2.0,64.0,0.0,165.0,Nvidia GeForce RTX 4080,18.0,138.331
lenovo,Free Dos,AMD Ryzen 7,12.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,12.499
monster,Windows,Intel Core i9,13.0,2560 x 1600,1.0,32.0,0.0,240.0,Nvidia GeForce RTX 4090,17.0,125.999
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,16.0861
lenovo,Windows,Intel Core i5,11.0,1366 x 768,256.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.0357
lenovo,Windows,Intel Core i5,11.0,1366 x 768,256.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.1739
lenovo,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.7886
lenovo,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.3997
asus,Windows,Intel Core i7,13.0,3200 x 2000,1.0,32.0,1.0,120.0,Nvidia GeForce RTX 4060,16.0,69.205
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,24.0,0.0,60.0,Intel Iris Graphics,15.6,17.4721
lenovo,Windows,Intel Core i5,11.0,1366 x 768,2.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.901
lenovo,Free Dos,AMD Ryzen 5,7.0,1920 x 1080,1.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,11.499
hp,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 4050,16.1,40.999
lenovo,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,21.299
asus,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,26.499
casper,Windows,Intel Core i5,13.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,39.299
lenovo,,,,,,,,,,,9.998
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,14.5998
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.9997
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,18.2245
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.0357
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.183
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.7527
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.8605
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.2818
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.4605
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.6043
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.7222
